매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,총 상주인구 수,총 가구 수,총_직장인구_수,시간대_생활인구_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,지하철역_수,평일_생활인구_평균,주말_생활인구_평균,상권내_총_아파트_세대_수,배후지_총_아파트_세대_수,면적당_버스정류장_수,면적당_점포_수,면적당_집객시설_수,직장인구/상주인구
694256.8043,2022,골목상권,2110971,선정릉역 4번,0,0,0,0,1,0,0,1,3870,2549,1542,99295,0,1,0,0,133221,0,0,0,102233.2,83171.0,1728,2869.407506781217,0.0,0.5254426854625022,0.0750632407803574,0.3984496124031008
759739.7645,2022,골목상권,2110957,언북중학교,0,0,0,0,1,0,0,1,1761,1088,1251,158004,0,0,0,0,94815,0,0,0,153791.6,95044.5,532,2868.759260029851,0.0,0.3164056320202499,0.7382798080472499,0.7103918228279387
761993.0027,2022,골목상권,2110967,역삼역 8번,0,0,0,0,1,0,0,1,1279,864,377,101793,0,0,0,0,68671,0,0,0,98422.2,71085.5,404,2869.186716911812,0.0,0.5824875129239417,0.4368656346929562,0.2947615324472244
1301259.518,2022,골목상권,2110983,국립국악고등학교,0,0,0,0,1,0,0,1,2703,1231,783,71781,1,0,0,0,56041,5423,0,0,64581.8,60197.0,626,2869.028450484834,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
530172.25,2022,골목상권,2110961,언주역 3번,0,0,0,0,1,0,0,1,2163,1335,962,164150,1,0,0,0,63031,0,0,0,160854.6,118489.5,684,2868.9807688145147,0.0,0.6346083673113231,0.1586520918278307,0.4447526583448913
888903.5725,2022,골목상권,2110949,한남IC,0,0,0,0,1,0,0,1,564,281,1683,72776,0,0,0,0,62126,0,0,0,54217.6,46825.0,96,2869.540619483303,0.0,0.482889611434826,0.482889611434826,2.984042553191489
561057.6332,2022,골목상권,2110992,도곡초등학교,0,0,0,0,1,0,0,1,7894,3681,2179,387408,3,0,0,0,138866,0,0,0,280480.8,317365.5,1970,2869.7376673155454,0.0,0.5760949404461855,0.2160356026673195,0.276032429693438
840874.3388,2022,골목상권,2110955,논현초등학교,0,0,0,0,1,0,0,1,7089,4515,3430,434087,0,0,0,0,190912,0,0,0,421422.2,381863.5,2138,2868.3654581521923,0.0,0.6285618504860878,0.6285618504860878,0.4838482155452109
1043939.529,2022,골목상권,2110997,대청초등학교,0,0,0,0,1,0,0,1,7187,3441,1724,299784,1,0,0,0,236963,109746,0,0,266635.8,257472.0,982,2867.239539265715,0.3798061300709394,0.4220068111899326,1.8990306503546963,0.2398775566995964
1471020.285,2022,골목상권,2110999,윗방죽마을공원,0,0,0,0,1,0,0,1,3177,2401,268,11733,0,1,0,0,239796,78246,0,0,10306.8,9907.5,17,2866.6080791352824,0.1668084538524412,0.2085105673155515,0.4170211346311031,0.0843563109852061
522390.5127,2022,골목상권,2110975,매봉역 1번,0,0,0,0,1,0,0,1,890,353,10837,65114,0,0,0,0,52363,35412,603689,1,50895.4,43358.5,250,2866.8441946615667,0.1909745430934056,1.1458472585604338,2.291694517120868,12.176404494382025
703014.5245,2022,골목상권,2110981,국악고교사거리,0,0,0,0,1,0,0,1,2118,907,361,77020,0,0,0,0,67409,0,0,0,65156.2,59805.5,608,2867.561928157153,0.0,0.5933925736919403,0.2966962868459701,0.1704438149197356
1549097.115,2022,골목상권,2110999,윗방죽마을공원,0,0,0,0,1,0,0,0,3177,2401,268,11955,0,1,0,0,239796,78478,0,0,10775.0,10198.5,17,2867.3608553341182,0.1668084538524412,0.2085105673155515,0.4170211346311031,0.0843563109852061
547024.817,2022,골목상권,2110975,매봉역 1번,0,0,0,0,1,0,0,0,890,353,10837,63525,0,0,0,0,52363,34009,628558,1,50729.4,44563.5,250,2867.5972769914315,0.1909745430934056,1.1458472585604338,2.291694517120868,12.176404494382025
699270.8315,2022,골목상권,2110967,역삼역 8번,0,0,0,0,1,0,0,0,1279,864,377,92202,0,0,0,0,68671,0,0,0,86474.4,63040.5,404,2868.775640969987,0.0,0.5824875129239417,0.4368656346929562,0.2947615324472244
649848.9592,2022,골목상권,2110981,국악고교사거리,0,0,0,0,1,0,0,0,2118,907,361,73452,0,0,0,0,67409,0,0,0,63381.2,58668.0,608,2868.1988344573965,0.0,0.5933925736919403,0.2966962868459701,0.1704438149197356
848784.9964,2022,골목상권,2110957,언북중학교,0,0,0,0,1,0,0,0,1761,1088,1251,163375,0,0,0,0,94815,0,0,0,154003.8,94870.0,532,2867.9981022762813,0.0,0.3164056320202499,0.7382798080472499,0.7103918228279387
847684.1775,2022,골목상권,2110949,한남IC,0,0,0,0,1,0,0,0,564,281,1683,75174,0,0,0,0,62126,0,0,0,55648.2,49653.0,96,2868.586169012566,0.0,0.482889611434826,0.482889611434826,2.984042553191489
1022412.735,2022,골목상권,2110997,대청초등학교,0,0,0,0,1,0,0,0,7187,3441,1724,299649,1,0,0,0,236963,109975,0,0,262808.0,258595.5,982,2868.776764538113,0.3798061300709394,0.4220068111899326,1.8990306503546963,0.2398775566995964
513981.6889,2022,골목상권,2110992,도곡초등학교,0,0,0,0,1,0,0,0,7894,3681,2179,336230,3,0,0,0,138866,0,0,0,239401.0,276851.0,1970,2868.146185987113,0.0,0.5760949404461855,0.2160356026673195,0.276032429693438
947098.5036,2022,골목상권,2110983,국립국악고등학교,0,0,0,0,1,0,0,0,2703,1231,783,70407,1,0,0,0,56041,4982,0,0,63810.4,60152.5,626,2866.7738876887333,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
888491.6789,2022,골목상권,2110955,논현초등학교,0,0,0,0,1,0,0,0,7089,4515,3430,433023,0,0,0,0,190912,0,0,0,406867.6,373758.0,2138,2866.958348618688,0.0,0.5761816962789139,0.6285618504860878,0.4838482155452109
543662.5625,2022,골목상권,2110961,언주역 3번,0,0,0,0,1,0,0,0,2163,1335,962,157160,1,0,0,0,63031,0,0,0,155586.2,118025.5,684,2866.326289718863,0.0,0.6346083673113231,0.1586520918278307,0.4447526583448913
681067.1366,2022,골목상권,2110971,선정릉역 4번,0,0,0,0,1,0,0,0,3870,2549,1542,99262,0,1,0,0,133221,0,0,0,99555.0,81935.5,1728,2866.036584958586,0.0,0.5254426854625022,0.0750632407803574,0.3984496124031008
625158.7546,2020,골목상권,2110983,국립국악고등학교,0,0,0,0,0,1,0,0,2836,1257,783,68065,1,0,0,0,56041,0,0,0,76496.4,73060.0,602,2869.0333876527948,0.0,0.535322353277065,0.7137631377027533,0.2760930888575458
617987.3077,2020,골목상권,2110983,국립국악고등학교,0,0,0,0,0,0,1,0,2836,1257,783,54853,1,0,0,0,56041,0,0,0,61956.4,58735.5,602,2871.105592396053,0.0,0.535322353277065,0.7137631377027533,0.2760930888575458
503708.4266,2020,골목상권,2110971,선정릉역 4번,0,0,0,0,0,0,0,1,3836,2425,1542,98113,1,1,0,4,133221,0,0,0,134334.8,111264.0,1637,2873.432142673317,0.0,0.6005059262428596,0.5254426854625022,0.4019812304483837
685715.4312,2020,골목상권,2110983,국립국악고등학교,0,0,0,0,0,0,0,1,2836,1257,783,53309,1,0,0,0,56041,0,0,0,60867.0,57733.0,602,2872.716004068309,0.0,0.535322353277065,0.7137631377027533,0.2760930888575458
707284.4203,2020,골목상권,2110983,국립국악고등학교,0,0,0,0,0,0,0,0,2703,1231,783,57246,1,0,0,0,56041,0,0,0,64339.6,62863.0,611,2873.7148362122634,0.0,0.535322353277065,0.535322353277065,0.2896781354051054
529828.258,2021,골목상권,2110971,선정릉역 4번,0,0,0,0,0,1,0,0,3870,2549,1542,94687,0,1,0,0,133221,0,0,0,127036.4,107818.0,1663,2875.518019469324,0.0,0.675569167023217,0.0750632407803574,0.3984496124031008
836678.0963,2021,골목상권,2110983,국립국악고등학교,0,0,0,0,0,1,0,0,2703,1231,783,59548,1,0,0,0,56041,964,0,0,66712.2,66143.0,611,2874.4821300807403,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
501156.569,2021,골목상권,2110971,선정릉역 4번,0,0,0,0,0,0,1,0,3870,2549,1542,90244,0,1,0,0,133221,0,0,0,122304.0,102460.0,1663,2876.292717788053,0.0,0.675569167023217,0.0750632407803574,0.3984496124031008
955650.8242,2021,골목상권,2110983,국립국악고등학교,0,0,0,0,0,0,1,0,2703,1231,783,51302,1,0,0,0,56041,1080,0,0,56425.0,55269.5,611,2875.260082750421,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
596942.087,2021,골목상권,2110971,선정릉역 4번,0,0,0,0,0,0,0,1,3870,2549,1542,75414,0,1,0,0,133221,0,0,0,100166.4,87818.0,1663,2877.0781818405794,0.0,0.675569167023217,0.0750632407803574,0.3984496124031008
847755.5833,2021,골목상권,2110983,국립국악고등학교,0,0,0,0,0,0,0,1,2703,1231,783,56828,1,0,0,0,56041,902,0,0,64719.8,63413.5,611,2876.0488378647715,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
677754.0326,2021,골목상권,2110983,국립국악고등학교,0,0,0,0,0,0,0,0,2703,1231,783,53263,1,0,0,0,56041,980,0,0,61671.2,60118.0,626,2875.473338300042,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
587455.7333,2022,골목상권,2110983,국립국악고등학교,0,0,0,0,0,1,0,0,2703,1231,783,54112,1,0,0,0,56041,1064,0,0,62890.2,61365.5,626,2873.874989736448,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
741970.8111,2022,골목상권,2110999,윗방죽마을공원,0,0,0,0,0,1,0,0,3177,2401,268,9352,0,1,0,0,239796,30831,0,0,9660.6,9407.0,17,2874.423549918729,0.1668084538524412,0.1251063403893309,0.4170211346311031,0.0843563109852061
571903.0741,2022,골목상권,2110957,언북중학교,0,0,0,0,0,1,0,0,1761,1088,1251,88819,0,0,0,0,94815,0,0,0,148880.2,99452.0,532,2874.6619711302037,0.0,0.3164056320202499,0.7382798080472499,0.7103918228279387
669890.6159,2022,골목상권,2110971,선정릉역 4번,0,0,0,0,0,1,0,0,3870,2549,1542,73902,0,1,0,0,133221,0,0,0,100296.4,85595.5,1728,2875.3256655876094,0.0,0.5254426854625022,0.0750632407803574,0.3984496124031008
650373.4481,2022,골목상권,2110949,한남IC,0,0,0,0,0,1,0,0,564,281,1683,32844,0,0,0,0,62126,0,0,0,51430.2,45089.5,96,2874.569163201641,0.0,0.482889611434826,0.482889611434826,2.984042553191489
733577.1821,2022,골목상권,2110955,논현초등학교,0,0,0,0,0,1,0,0,7089,4515,3430,350731,0,0,0,0,190912,0,0,0,433774.8,410537.0,2138,2874.9878571615936,0.0,0.6809420046932618,0.6285618504860878,0.4838482155452109
523450.7444,2022,골목상권,2110981,국악고교사거리,0,0,0,0,0,1,0,0,2118,907,361,55046,0,0,0,0,67409,0,0,0,61618.0,57653.5,608,2873.8687274440736,0.0,0.5933925736919403,0.2966962868459701,0.1704438149197356
797132.71,2022,골목상권,2110997,대청초등학교,0,0,0,0,0,1,0,0,7187,3441,1724,278581,1,0,0,0,236963,34398,0,0,307220.0,299068.0,982,2872.236826019758,0.3798061300709394,0.4220068111899326,1.8990306503546963,0.2398775566995964
733197.3861,2022,골목상권,2110967,역삼역 8번,0,0,0,0,0,1,0,0,1279,864,377,67720,0,0,0,0,68671,0,0,0,98743.0,74827.0,404,2873.106685550253,0.0,0.5824875129239417,0.4368656346929562,0.2947615324472244
609334.4533,2022,골목상권,2110967,역삼역 8번,0,0,0,0,0,0,1,0,1279,864,377,71906,0,0,0,0,68671,0,0,0,106872.8,78545.0,404,2872.657282778411,0.0,0.5824875129239417,0.4368656346929562,0.2947615324472244
667331.7656,2022,골목상권,2110949,한남IC,0,0,0,0,0,0,1,0,564,281,1683,40223,0,0,0,0,62126,0,0,0,56551.8,50028.5,96,2872.809432346163,0.0,0.482889611434826,0.482889611434826,2.984042553191489
996608.1566,2022,골목상권,2110999,윗방죽마을공원,0,0,0,0,0,0,1,0,3177,2401,268,9171,0,1,0,0,239796,35398,0,0,9668.4,9291.0,17,2871.607991586958,0.1668084538524412,0.1668084538524412,0.4170211346311031,0.0843563109852061
717782.1768,2022,골목상권,2110997,대청초등학교,0,0,0,0,0,0,1,0,7187,3441,1724,261686,1,0,0,0,236963,42235,0,0,282580.6,278253.5,982,2872.99001461286,0.3798061300709394,0.4642074923089258,1.8990306503546963,0.2398775566995964
640260.0321,2022,골목상권,2110955,논현초등학교,0,0,0,0,0,0,1,0,7089,4515,3430,341726,0,0,0,0,190912,0,0,0,430978.2,400407.5,2138,2872.052383993116,0.0,0.6285618504860878,0.6285618504860878,0.4838482155452109
529800.1099,2022,골목상권,2110981,국악고교사거리,0,0,0,0,0,0,1,0,2118,907,361,57084,0,0,0,0,67409,0,0,0,63300.4,59493.0,608,2871.4450906149764,0.0,0.5933925736919403,0.2966962868459701,0.1704438149197356
542936.0597,2022,골목상권,2110971,선정릉역 4번,0,0,0,0,0,0,1,0,3870,2549,1542,71982,0,1,0,0,133221,0,0,0,101191.8,84309.0,1728,2871.016034780284,0.0,0.5254426854625022,0.0750632407803574,0.3984496124031008
767046.1062,2022,골목상권,2110983,국립국악고등학교,0,0,0,0,0,0,1,0,2703,1231,783,57456,1,0,0,0,56041,1309,0,0,66689.2,63065.5,626,2870.799974728136,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
532449.2267,2022,골목상권,2110971,선정릉역 4번,0,0,0,0,0,0,0,1,3870,2549,1542,72530,0,1,0,0,133221,0,0,0,102233.2,83171.0,1728,2871.71616469978,0.0,0.5254426854625022,0.0750632407803574,0.3984496124031008
836158.5326,2022,골목상권,2110957,언북중학교,0,0,0,0,0,0,0,1,1761,1088,1251,86396,0,0,0,0,94815,0,0,0,153791.6,95044.5,532,2871.074809943536,0.0,0.3164056320202499,0.7382798080472499,0.7103918228279387
585293.2799,2022,골목상권,2110967,역삼역 8번,0,0,0,0,0,0,0,1,1279,864,377,63379,0,0,0,0,68671,0,0,0,98422.2,71085.5,404,2871.50768837693,0.0,0.5824875129239417,0.4368656346929562,0.2947615324472244
719316.2174,2022,골목상권,2110983,국립국악고등학교,0,0,0,0,0,0,0,1,2703,1231,783,55324,1,0,0,0,56041,1226,0,0,64581.8,60197.0,626,2871.3539478477314,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
605568.4928,2022,골목상권,2110949,한남IC,0,0,0,0,0,0,0,1,564,281,1683,38559,0,0,0,0,62126,0,0,0,54217.6,46825.0,96,2871.868338418338,0.0,0.482889611434826,0.482889611434826,2.984042553191489
636931.4402,2022,골목상권,2110955,논현초등학교,0,0,0,0,0,0,0,1,7089,4515,3430,330304,0,0,0,0,190912,0,0,0,421422.2,381863.5,2138,2870.700768086389,0.0,0.6285618504860878,0.6285618504860878,0.4838482155452109
894308.1717,2022,골목상권,2110997,대청초등학교,0,0,0,0,0,0,0,1,7187,3441,1724,243442,1,0,0,0,236963,41327,0,0,266635.8,257472.0,982,2869.581262124465,0.3798061300709394,0.4220068111899326,1.8990306503546963,0.2398775566995964
1115209.213,2022,골목상권,2110999,윗방죽마을공원,0,0,0,0,0,0,0,1,3177,2401,268,9802,0,1,0,0,239796,33465,0,0,10306.8,9907.5,17,2868.953816257256,0.1668084538524412,0.2085105673155515,0.4170211346311031,0.0843563109852061
531788.5326,2022,골목상권,2110981,국악고교사거리,0,0,0,0,0,0,0,1,2118,907,361,56716,0,0,0,0,67409,0,0,0,65156.2,59805.5,608,2869.9068285096355,0.0,0.5933925736919403,0.2966962868459701,0.1704438149197356
1203836.863,2022,골목상권,2110999,윗방죽마을공원,0,0,0,0,0,0,0,0,3177,2401,268,10145,0,1,0,0,239796,33300,0,0,10775.0,10198.5,17,2869.707681131452,0.1668084538524412,0.2085105673155515,0.4170211346311031,0.0843563109852061
493179.25,2022,골목상권,2110967,역삼역 8번,0,0,0,0,0,0,0,0,1279,864,377,55271,0,0,0,0,68671,0,0,0,86474.4,63040.5,404,2871.127953089873,0.0,0.5824875129239417,0.4368656346929562,0.2947615324472244
739369.4203,2022,골목상권,2110957,언북중학교,0,0,0,0,0,0,0,0,1761,1088,1251,86352,0,0,0,0,94815,0,0,0,154003.8,94870.0,532,2870.357999161284,0.0,0.3164056320202499,0.7382798080472499,0.7103918228279387
549307.2971,2022,골목상권,2110949,한남IC,0,0,0,0,0,0,0,0,564,281,1683,39434,0,0,0,0,62126,0,0,0,55648.2,49653.0,96,2870.945119620108,0.0,0.482889611434826,0.482889611434826,2.984042553191489
826044.0478,2022,골목상권,2110997,대청초등학교,0,0,0,0,0,0,0,0,7187,3441,1724,243963,1,0,0,0,236963,42015,0,0,262808.0,258595.5,982,2871.1376536777743,0.3798061300709394,0.4220068111899326,1.8990306503546963,0.2398775566995964
736863.2971,2022,골목상권,2110983,국립국악고등학교,0,0,0,0,0,0,0,0,2703,1231,783,54402,1,0,0,0,56041,1201,0,0,63810.4,60152.5,626,2869.14641126067,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
660804.9002,2022,골목상권,2110955,논현초등학교,0,0,0,0,0,0,0,0,7089,4515,3430,326923,0,0,0,0,190912,0,0,0,406867.6,373758.0,2138,2869.330936507943,0.0,0.5761816962789139,0.6285618504860878,0.4838482155452109
533322.4006,2022,골목상권,2110971,선정릉역 4번,0,0,0,0,0,0,0,0,3870,2549,1542,71361,0,1,0,0,133221,0,0,0,99555.0,81935.5,1728,2868.4174935581664,0.0,0.5254426854625022,0.0750632407803574,0.3984496124031008
